|artist|date|genre|style_name|title
322|Eugene Boudin|1871|cityscape|Impressionism|Channel at Allèe Verte in Brussels
323|James Tissot|1869|genre painting|Realism|At the Rifle Range
324|Ferdinand Hodler|1897|sketch and study|Symbolism|Dying Warrior
325|Koloman Moser|1912|portrait|Art Nouveau (Modern)|Portrait of a Woman in Profile
326|Ferdinand Hodler|1896|sketch and study|Art Nouveau (Modern)|The wounded standard bearer Hans Baer
327|John William Waterhouse|1895|religious painting|Romanticism|Saint Cecilia
328|Francisco de Zurbaran|1633|still life|Baroque|Still Life
329|Ferdinand Hodler|1897|sketch and study|Symbolism|Standing warrior
330|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
331|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
332|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
333|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
334|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the fairy tale ""Vasilisa the Beautiful"""
335|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
336|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the fairy tale ""Vasilisa the Beautiful"""
337|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
338|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
339|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the fairy tale ""Vasilisa the Beautiful"""
340|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the fairy tale ""Vasilisa the Beautiful"""
341|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
342|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
343|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
344|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the fairy tale ""Vasilisa the Beautiful"""
345|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
346|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
347|Ferdinand Hodler|1897|sketch and study|Symbolism|Warrior figures from the rear and front
348|Henri de Toulouse-Lautrec|1895|genre painting|Post-Impressionism|Booth of La Goulue at the Foire du Trone (Dance at the Moulin Rouge)
349|James Tissot|1879|genre painting|Realism|By the Thames at Richmond
350|William Turner|1834|cityscape|Romanticism|The Burning of the Houses of Parliament
351|Gustav Klimt|1894|portrait|Realism|Portrait of Marie Breunig
352|Ferdinand Georg Waldmüller|1830|landscape|Romanticism|Traunsee with Orth-castle
353|Paul Cezanne|1906|portrait|Post-Impressionism|The Sailor
354|Rudolf von Alt|1840|landscape|Romanticism|The Castle of San Lorenzo in Ragusa
355|Paul Cezanne|1870|portrait|Romanticism|Paul Alexis Reading at Zola's House
356|Frans Hals|1629|portrait|Baroque|Portrait of a woman, known as The Gipsy girl
357|Ferdinand Hodler|1912|sketch and study|Art Nouveau (Modern)|Two swearing
358|Arnold Böcklin|1883|mythological painting|Symbolism|Playing in the Waves
359|Paula Modersohn-Becker|1900|portrait|Expressionism|Portrait of a young woman with red hat
360|John Singer Sargent|1918|genre painting|Realism|Gassed
361|Paul Cezanne|1880|genre painting|Post-Impressionism|Four Bathers
362|William Blake|1820|illustration|Symbolism|The Sun at His Eastern Gate
363|Paula Modersohn-Becker|1908|landscape|Expressionism|Worpsweder Landscape
364|Henri de Toulouse-Lautrec|1895|genre painting|Post-Impressionism|Booth of La Goulue at the Foire du Trone (The Moorish Dance)
365|Koloman Moser|1899|design|Art Nouveau (Modern)|Daghestan rug design bubbles for Backhausen
366|Karl Bodmer|1843|portrait|Romanticism|Mahsette-Kuiuab, Chief of the Cree Indians, plate 22 from volume 1 of `Travels in the Interior of North America'
367|Ferdinand Hodler|1912|sketch and study|Art Nouveau (Modern)|Swearing from behind
368|Jean-Francois Millet|1869|genre painting|Realism|In the Auvergne
369|Henri de Toulouse-Lautrec|1894|portrait|Post-Impressionism|Woman brothel
370|Ferdinand Hodler|1912|sketch and study|Art Nouveau (Modern)|Swearing to the left
371|Paul Cezanne|1880|genre painting|Post-Impressionism|Bathers
372|Karl Bodmer|1843|portrait|Romanticism|Mexkemahuastan, Chief of the Gros-Ventres of the Prairies, plate 20 from Volume 1 of 'Travels in the Interior of North America'
373|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|The Prince and the Frog
374|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka"""
375|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka"""
376|Ivan Bilibin|1902.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""White duck"""
377|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""The Frog Princess"""
378|Francesco Hayez|1867|religious painting|Romanticism|Destruction of the Temple of Jerusalem 
379|Vincent van Gogh|1887|cityscape|Post-Impressionism|Entrance to the Moulin de la Galette
380|Alfred Sisley|1871|landscape|Impressionism|River steamboat and bridge
381|Paula Modersohn-Becker|1906|nude painting (nu)|Expressionism|Nude girl standing
382|Claude Monet|1886|landscape|Impressionism|Haystack at Giverny
383|Edward Burne-Jones|1863|religious painting|Romanticism|The Merciful Knight
384|Annibale Carracci|1590|portrait|Baroque|The Beaneater
385|Orest Kiprensky|1823|portrait|Romanticism|E. Komarovsky
386|Gustav Klimt|1896|landscape|Symbolism|Orchard
387|William Blake|1820|religious painting|Symbolism|Night Startled by the Lark
388|Ivan Shishkin|1878.0|landscape|Realism|The Field of Wheat 
389|John Singer Sargent|1906|portrait|Realism|Frederick Sleigh Roberts, 1st Earl Roberts
390|Karl Bodmer|1843|portrait|Romanticism|Pachtuwa-Chta, an Arrikkara Warrior, plate 27 from Volume 1 of 'Travels in the Interior of North America'
391|Karl Bodmer|1843|genre painting|Romanticism|Ptihn-Tak-Ochata, Dance of the Mandan Women, plate 28 from Volume 1 of 'Travels in the Interior of North America'
392|Gustav Klimt|1912|landscape|Art Nouveau (Modern)|Farm Garden with Crucifix
393|Gustav Klimt|1907|landscape|Art Nouveau (Modern)|Flower Garden
394|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
395|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
396|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""The Frog Princess"""
397|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf
398|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka"""
399|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Maria Morevna"""
400|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka"""
401|Ivan Bilibin|1902.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""White duck"""
402|Ivan Bilibin|1902.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""White duck"""
403|Ivan Bilibin|1899.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""The Frog Princess"""
404|Ivan Bilibin|1901.0|illustration|Art Nouveau (Modern)|"Illustration for the Russian Fairy Story ""The Frog Princess"""
405|Childe Hassam|1905|cityscape|Impressionism|Spring on West 78th Street
406|Henri de Toulouse-Lautrec|1893|genre painting|Art Nouveau (Modern)|Jane Avril Dancing
407|Felix Vallotton |1907|landscape|Realism|Martello tower in Guernsey
408|Mstislav Dobuzhinsky|1925|cityscape|Symbolism|A Street Scene from Riga
409|Paula Modersohn-Becker|1898|portrait|Expressionism|Self portrait
410|August Macke|1914|genre painting|Expressionism|Tightrope walker
411|Paula Modersohn-Becker|1903|portrait|Expressionism|Old Woman with handkerchief
412|Francisco de Zurbaran|1633|religious painting|Baroque|St. Hugh of Cluny in the Refectory of the Carthusians
413|Odilon Redon|1879|landscape|Impressionism|Breton harbour
414|Henri de Toulouse-Lautrec|1901|portrait|Post-Impressionism|Messaline (between two extras)
415|Ferdinand Hodler|1913|symbolic painting|Art Nouveau (Modern)|Unity
416|Sir Lawrence Alma-Tadema|1889|genre painting|Romanticism|A Silent Greeting
417|Ferdinand Hodler|1912|sketch and study|Art Nouveau (Modern)|Swearing to the right
418|Gustav Klimt|1918|portrait|Art Nouveau (Modern)|The dancer
419|Ferdinand Georg Waldmüller|1855|landscape|Romanticism|Wienerwald landscape with Wildegg castle
420|Koloman Moser|1896|design|Art Nouveau (Modern)|Head of the girl
421|Jean-Francois Millet|1867|genre painting|Realism|Narcissi and Violets
422|James Tissot|1870|portrait|Realism|Colonel Frederick Gustavus Barnaby
423|Thomas Eakins|1881|landscape|Realism|Delaware River Scene 
424|Camille Corot|1872|landscape|Realism|Passiance, in Saint Avit
425|James Tissot|1874|genre painting|Realism|Reading the News
426|Ferdinand Hodler|1901|symbolic painting|Symbolism|Sensation
427|Eugene Delacroix|1838|portrait|Romanticism|Frederic Chopin 
428|Ferdinand Hodler|1897|sketch and study|Art Nouveau (Modern)|Dying Warrior
429|Koloman Moser|1900|design|Art Nouveau (Modern)|Fabric design with floral awakening for Backhausen
430|Edgar Degas|1874|genre painting|Impressionism|The Ballet Class
431|William Blake|1820|religious painting|Symbolism|Milton`s Mysterious Dream
432|Edgar Degas|1879|portrait|Impressionism|Portrait after a Costume Ball (Portrait of Madame Dietz Monnin)
433|Koloman Moser|1898|illustration|Art Nouveau (Modern)|Iris. Illustration to a poem by Arno Holz.
434|Gustav Klimt|1902|portrait|Symbolism|Portrait of Gertha Felssovanyi
435|Koloman Moser|1899|design|Art Nouveau (Modern)|Fabric design with trout dance for Backhausen
436|Dante Gabriel Rossetti|1852|sketch and study|Romanticism|Elizabeth Siddal Seated at an Easel
437|Henri de Toulouse-Lautrec|1893|genre painting|Post-Impressionism|Jane Avril leaving the Moulin Rouge
438|Paula Modersohn-Becker|1907|religious painting|Expressionism|The Good Samaritan
439|Karl Bodmer|1843|landscape|Romanticism|Punka Indians Encamped on the Banks of the Missouri, plate 11 from volume 1 of `Travels in the Interior of North America'
440|Paula Modersohn-Becker|1904|portrait|Expressionism|Peasant child with pink apron
441|Paul Cezanne|1877|religious painting|Impressionism|The Temptation of St. Anthony
442|Camille Corot|1870|landscape|Realism|The Rocky Stream
443|Paul Cezanne|1880|still life|Post-Impressionism|Compotier, Glass and Apples 
444|Koloman Moser|1907|design|Art Nouveau (Modern)|Holy Spirit Church in Düsseldorf, design for the left side wall
445|Paul Cezanne|1878|portrait|Impressionism|Portrait of Madame Cezanne 
446|Paula Modersohn-Becker|1902|landscape|Expressionism|Peat digging
447|Paula Modersohn-Becker|1906|portrait|Expressionism|Portrait of Rainer Maria Rilke
448|Paul Cezanne|1877|portrait|Impressionism|Portrait of Victor Chocquet 
449|Theophile Steinlen|1912.0|illustration|Realism|La Lettre 
450|William Blake|1820|illustration|Symbolism|The Goblin
451|Isaac Levitan|1882|landscape|Realism|Marsh at evening
452|Paul Cezanne|1878|landscape|Impressionism|The pond of the Jas de Bouffan 
453|Paul Cezanne|1868|genre painting|Romanticism|The Murder
454|Adriaen van Ostade|1663|genre painting|Baroque|The Painter in His Workshop
455|Anders Zorn|1893|genre painting|Impressionism|Omnibus
456|William Blake|1820|illustration|Symbolism|The Wandering Moon
457|William Blake|1820|illustration|Symbolism|The Spirit of Plato
458|Ferdinand Hodler|1896|sketch and study|Symbolism|"Female Nude (Study for ""Truth"")"
459|William Blake|1820|illustration|Symbolism|The Sun in His Wrath
460|Odilon Redon|1896|religious painting|Symbolism|Anthony: What Is the Point of All This? The Devil: There Is No Point! (plate 18)
461|Paul Cezanne|1875|genre painting|Impressionism|Bathers
462|Paul Cezanne|1878|genre painting|Post-Impressionism|Four Bathers
463|James Tissot|1890|religious painting|Symbolism|Crucifixion, seen from the Cross 
464|Ferdinand Hodler|1918|landscape|Symbolism|Lake Geneva with Mont Blanc in the morning light
465|James Tissot|1883|portrait|Impressionism|Portrait of an Actress in Eighteenth Century Dress
466|Paul Cezanne|1894|still life|Post-Impressionism|Curtain, Jug and Fruit
467|Koloman Moser|1901|design|Art Nouveau (Modern)|Danube waves
468|Paul Cezanne|1902|portrait|Post-Impressionism|Young Girl with a Doll
469|Paul Cezanne|1868|landscape|Romanticism|Rock in the Forest of Fontainbleau
470|August Macke|1912|genre painting|Expressionism|Russisches Ballett (I)
471|Paul Cezanne|1877|symbolic painting|Impressionism|The Eternal Woman
472|Henri de Toulouse-Lautrec|1898|genre painting|Post-Impressionism|At the Cafe The Customer and the Anemic Cashier
473|Odilon Redon|1900|mythological painting|Symbolism|Muse on Pegasus
474|Henri de Toulouse-Lautrec|1894|portrait|Art Nouveau (Modern)|Yvette Guilbert
475|Theophile Steinlen|1915.0|sketch and study|Realism|L'Orphelinat des Arts
476|James Tissot|1876|genre painting|Realism|A Convalescent
477|Paul Cezanne|1878|cityscape|Impressionism|The Seine at Bercy
478|Paula Modersohn-Becker|1899|nude painting (nu)|Expressionism|Male nude standing
479|Paula Modersohn-Becker|1908|portrait|Expressionism|Still life, child's head with a white cloth
480|Paula Modersohn-Becker|1905|genre painting|Expressionism|Two girls seated in the birch forest
481|Alphonse Mucha|1897|portrait|Art Nouveau (Modern)|Champagne Printer Publisher
482|Sir Lawrence Alma-Tadema|1903|genre painting|Romanticism|Silver Favourites
483|William Blake|1820|illustration|Symbolism|A Sunshine Holiday
484|Koloman Moser|1901|design|Art Nouveau (Modern)|The reciprocal of dancers
485|Edgar Degas|1898|nude painting (nu)|Impressionism|Woman Leaving Her Bath
486|Paul Cezanne|1888|portrait|Post-Impressionism|Boy in a Red Vest 
487|Paul Cezanne|1890|portrait|Post-Impressionism|Boy in a Red Vest
488|Paul Cezanne|1870|genre painting|Romanticism|Bathers
489|Paul Cezanne|1890|portrait|Post-Impressionism|Madame Cezanne with a Yellow Armchair
490|Henri de Toulouse-Lautrec|1899|portrait|Post-Impressionism|The Lady of the Star Harbour
491|Claude Monet|1879|landscape|Impressionism|Vetheuil
492|Paul Cezanne|1885|landscape|Post-Impressionism|View of L'Estaque and Chateaux d'If
493|Sir Lawrence Alma-Tadema|1909|genre painting|Romanticism|A Favourite Custom
494|Paula Modersohn-Becker|1907|still life|Post-Impressionism|Still life with jug
495|William Blake|1820|illustration|Symbolism|Illustration to Milton`s L`Allegro and Il Penseroso 
496|Paul Cezanne|1905|still life|Post-Impressionism|Still Life with Flower Holder
497|Ernst Ludwig Kirchner|1907|genre painting|Expressionism|Coffee Drinking Women
498|Rudolf von Alt|1844|cityscape|Romanticism|The landing site in Stein an der Donau
499|Henri de Toulouse-Lautrec|1882|portrait|Post-Impressionism|The Young Routy Céleyran
500|Paul Cezanne|1890|landscape|Post-Impressionism|Gardanne
501|William Blake|1820|religious painting|Symbolism|Melancholy
502|Alfred Sisley|1885|landscape|Impressionism|Pont de Moret sur Loing
503|Franz Xaver Winterhalter|1870|portrait|Romanticism|Portrait équestre de François Adolphe Akermann
504|Edgar Degas|1895|nude painting (nu)|Impressionism|Woman Having Her Hair Combed
505|Paul Cezanne|1890|landscape|Post-Impressionism|Mont Sainte-Victoire
506|Paul Cezanne|1886|cityscape|Post-Impressionism|Gardanne
507|Paul Cezanne|1892|portrait|Post-Impressionism|Madame Cezanne in the Greenhouse
508|Paul Cezanne|1875|genre painting|Impressionism|Afternoon in Naples 
509|Henri de Toulouse-Lautrec|1884|nude painting (nu)|Post-Impressionism|The big Maria, Venus Mintmartre
510|Ferdinand Hodler|1911|landscape|Symbolism|Jungfrau massif and Schwarzmonch
511|Paul Cezanne|1873|landscape|Impressionism|View of Auvers
512|Paul Cezanne|1890|landscape|Post-Impressionism|Forest
513|Vincent van Gogh|1890|portrait|Post-Impressionism|Young Peasant Girl in a Straw Hat sitting in front of a wheatfield
514|Paul Cezanne|1880|landscape|Post-Impressionism|Houses at the L'Estaque
515|Felix Vallotton |1908|portrait|Art Nouveau (Modern)|Portrait de Gabrielle Vallotton
516|Paul Cezanne|1890|landscape|Post-Impressionism|The Pigeon Tower At Bellevue
517|Henri de Toulouse-Lautrec|1900|genre painting|Post-Impressionism|Maurice Joyant Somme bay
